name,brand,model,price,stock,Operating System Version,Display Resolution Type,Processor Speed,Operating System,RAM Size,Storage Type,Internal Memory,Graphics Memory Name,Screen Size,Display Resolution,Colour Name,Processor Type,Laptop Type,Processor Version Number/Generation,Graphics Memory Version,Number of Cores,RAM Type,Processor Brand,External Graphics,Keyboard Language,Model Number,Model Name,HDMI Output,Number of USB Ports,SD Card Slot,Number of HDMI Ports,Processor Version,link,SIM Type,Connection Type,Laptop Weight,Battery Size,Product Weight,Display Type,Version,Primary Camera Resolution,What's In The Box,Camera Type,Wireless,Audio Jack,Battery Type,Screen Features,Refresh Rates,Monitor response time,Usage Type,Average Battery Life,Product Length,Product Height,Product Width/Depth,Features,Pixels Per Inch,Graphic Memory,Adobe Flash Compatible,HDD Rotation,Operating System Number,Style,Number of Channels
Laptop 15s-fq5043ne With With 15.6 Inch Core i7-1255U / 8GB RAM / 512GB SSD / Intel Iris Xe Graphic Card / Windows 11 English/Arabic Silver,HP, 15s-fq5043ne,EGP 24999.00 (Inclusive of VAT),N/A,Windows 11,Full HD,3.5 GHz,Windows,8 GB,SSD,512 GB,Intel Xe Graphics,15.6 in,1920x1080,Silver,Core i7,Notebook,12th Gen,Intel Iris XE Graphics,Deca core,SDRAM,Intel,Integrated,English/Arabic,15s-fq5043ne,HP Laptop / 6L8K3EA,Yes,3,Yes,1,Core i7-1255u,https://www.noon.com/egypt-en/laptop-15s-fq5043ne-with-with-15-6-inch-core-i7-1255u-8gb-ram-512gb-ssd-intel-iris-xe-graphic-card-windows-11-english-arabic-silver/N70017273V/p/?o=d0e990e818ddbb4b,,,1.5 - 1.9 Kg,,1.69 KG,,,720 px,,Primary Camera,4G/3G/Wireless/Bluetooth,No Audio Jack,Lithium Ion,,,,Multimedia & Designing,7 Hours,,,,,,None None,Yes,,,,
A3,Acer, NX-HS5EM-01D / NX-HS5EM-01K,EGP 9499.00 (Inclusive of VAT),N/A,Free DOS,Full HD,1.2 GHz,DOS,4 GB,HDD,1 TB,,15.6 in,1080x1920,Shale Black,Intel Core i3,Notebook,10th Gen,intel UHD,Dual Core,DDR4,Intel,Integrated,English/Arabic,NX-HS5EM-01D / NX-HS5EM-01K,A3- A315-56-38U6 / A3 – A315-56-35TF/ Aspire 3 A315-56-35TF,Yes,3,no,1,Core i5-1035G1,https://www.noon.com/egypt-en/a3-a315-56-35tf-laptop-with-15-6-inch-display-core-i3-1005g1-processor-4gb-ram-1tb-hdd-intel-uhd-graphics-dos-english-arabic-shale-black/N53353317A/p/?o=b3d8748b316dd81e,,,,,,LCD,,,,,,,,,,,,,,,,,,,,,,,
Inspiron 3520 Laptop With 15.6 inch LED Core i5-1235U / 8GB Ram / 256GB SSD / Intel UHD Graphics Windows 11 English/Arabic Carbon Black,DELL, 3520-INS-E008-BLK,EGP 22999.00 (Inclusive of VAT),N/A,Windows 11 Home,Full HD,4.4 GHz,Windows,8 GB,SSD,256 GB,Intel UHD Graphics,15.6 in,1080x1920,Carbon Black,Core i5,Notebook,12th Gen,Intel UHD Graphics,10-Core,DDR4,Intel,Graphic Card,English/Arabic,3520-INS-E008-BLK,Inspiron 15 Laptop,1,3,1,1,Core i5-1235u,https://www.noon.com/egypt-en/inspiron-3520-laptop-with-15-6-inch-led-core-i5-1235u-8gb-ram-256gb-ssd-intel-uhd-graphics-windows-11-english-arabic-carbon-black/N70015609V/p/?o=b6f36f73609f829a,,,,,,LED,,720 px,,Primary Camera,,,Lithium Ion,Anti Glare,,,Personal,,,,,,,None None,,,,,
15s-eq1002ne with 15.6 inch AMD Ryzen 3-3250U / 4GB RAM / 256GB SSD / AMD Radeon Integrated Graphics / Windows 11 English/Arabic silver,HP, eq1002ne,EGP 11999.00 (Inclusive of VAT),N/A,Windows 11,,2.6 GHz,Windows,4 GB,SSD,256 GB,,15.6 in,1080x1920,silver,Ryzen 3,Notebook,AMD Ryzen 3-3250U,,Dual Core,DDR4,AMD,Integrated,English/Arabic,eq1002ne,155N9EA,USB,4,,,Ryzen 3 3250U,https://www.noon.com/egypt-en/15s-eq1002ne-with-15-6-inch-amd-ryzen-3-3250u-4gb-ram-256gb-ssd-amd-radeon-integrated-graphics-windows-11-english-arabic-silver/N53399004A/p/?o=b5cc907fc1fc34ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-eh3001ne Laptop With 15.6-inch AMD Ryzen 7-7730U / 16GB RAM / 512GB SSD / AMD Radeon Integrated Graphics / Windows 11 English/Arabic Fog Blue,HP, 15-eh3001ne,EGP 23999.00 (Inclusive of VAT),N/A,Windows 11 Home,Full HD,4.5 GHz,Windows,16 GB,SSD,512 GB,Integrated Graphics,15.6 in,1080x1920,Fog Blue,Ryzen 7,Notebook,Ryzen 7-7730U,AMD Radeon Graphics,Octa Core,DDR4,AMD,Integrated,English/Arabic,15-eh3001ne,15-eh3001ne / 822S6EA,Yes,3,no,1,Ryzen 7 7730U,https://www.noon.com/egypt-en/15-eh3001ne-laptop-with-15-6-inch-amd-ryzen-7-7730u-16gb-ram-512gb-ssd-amd-radeon-integrated-graphics-windows-11-english-arabic-fog-blue/N70017163V/p/?o=eeb504568e5cbdad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspiron 3520 Laptop With 15.6 inch LED Core i3-1115G4 / 8GB RAM / 256GB SSD / Intel UHD Graphics Windows 11 English/Arabic Black,DELL, 3520-INS-E001-BLk,EGP 17999.00 Inclusive of VAT,N/A,Windows 11,Full HD,4.7 GHz,Windows,8 GB,SSD,256 GB,Intel UHD Graphics,15.6 in,1080x1920,Black,Core i3,Notebook,11th Gen,Intel UHD,Octa Core,DDR4,Intel,Graphic Card,English/Arabic,3520-INS-E001-BLk,3520-INS-E001-BLK,1,3,1,1,Core i3-1115G4,https://www.noon.com/egypt-en/inspiron-3520-laptop-with-15-6-inch-led-core-i3-1115g4-8gb-ram-256gb-ssd-intel-uhd-graphics-windows-11-english-arabic-black/N70001920V/p/?o=d8b056dd762ff50e,,,,,,LED,,720 px,,Primary Camera,,,Lithium Ion,Anti Glare,,,Personal,,,,,,,4 GB,,,,,
"Laptop V14 ADA 14 Inch HD, AMD A4 3020E/4 GB RAM DDR4/1 TB HHD Integrated Radeon Graphics Arabic Iron Grey",Lenovo, 82C6006GED,EGP 12495.00 (Inclusive of VAT),N/A,Free DOS,HD,1.2 GHz,DOS,4 GB,HDD,1 TB,Integrated Graphics,14 in,1366x768,Iron Grey,A4,Notebook,,AMD Radeon Graphics,Dual Core,DDR4,AMD,Integrated,Arabic,82C6006GED,Laptop V14 ADA,Yes,3,no,1,3020e,https://www.noon.com/egypt-en/laptop-v14-ada-14-inch-hd-amd-a4-3020e-4-gb-ram-ddr4-1-tb-hhd-integrated-radeon-graphics-arabic-iron-grey/N47616483A/p/?o=b5ee7e4a4b41ab4c,,,1.5 - 1.9 Kg,,1.6 KG,TN,,0.3 MP,,Primary Camera,,,Lithium Ion,Anti Glare,,,Personal,6 Hours,,,,"AMD, Bluetooth, Personal, USB, Lithium Ion",,,,5400 rpm,,,
"Dell Vsotro 3520 Intel Core i7-1255u, 8GB RAM, 512GB SSD, GeForce MX550 2GB, 15.6 Inch FHD",DELL, 3520-E003-BLK,EGP 30999.00 Inclusive of VAT,N/A,Windows 10,,4.7 GHz,Ubuntu,8 GB,SSD,512 GB,,15.6 cm,1080x1920,BLACK,,Notebook,Core i7-1255U,,12-Core,DDR5,Intel,External Graphics,English/Arabic,3520-E003-BLK,,1,2,NO,,,https://www.noon.com/egypt-en/dell-vsotro-3520-intel-core-i7-1255u-8gb-ram-512gb-ssd-geforce-mx550-2gb-15-6-inch-fhd-black-english-arabic-black/N53407250A/p/?o=aa5839188bfe958c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IdeaPad 1 15IGL7 Laptop With 15.6-inch Display Intel Pentium Silver N5030 / 8GB Ram / 256GB SSD / Intel UHD Graphics 605 / DOS English/Arabic Abyss Blue,Lenovo, 82V70091ED,EGP 11999.00 (Inclusive of VAT),N/A,Free DOS,Full HD,1.1 GHz,DOS,8 GB,SSD,256 GB,,15.6 in,1920x1080,Abyss Blue,Intel Pentium,Notebook,Pentium N5030,Intel UHD Graphics 605,Quad Core,DDR4,Intel,Integrated,English/Arabic,82V70091ED,IdeaPad 1 15IGL7,1,3,Yes,1,N5030,https://www.noon.com/egypt-en/ideapad-1-15igl7-laptop-with-15-6-inch-display-intel-pentium-silver-n5030-8gb-ram-256gb-ssd-intel-uhd-graphics-605-dos-english-arabic-abyss-blue/N53416079A/p/?o=b7ebb7b5b3c02acb,,,,,,IPS,,720 px,,Primary Camera,Wireless,,Lithium Polymer,Anti Glare,,,Personal,11 Hours,,,,,,4 GB,,,,,
IdeaPad 5 15IAL7 Laptop With 15.6-inch Display Core i7-1255U / 16GB RAM / 512GB SSD / 2GB Nvidia GeForce MX550 Graphics DOS English/Arabic Storm Grey,Lenovo, 82SF00F1ED,EGP 30999.00 (Inclusive of VAT),N/A,Free DOS,Full HD,4.7 GHz,DOS,16 GB,SSD,512 GB,Nvidia GeForce MX Series,15.6 in,1080x1920,Storm Grey,Core i7,Notebook,12th Gen,Nvidia GeForce MX550 Graphics,10-Core,DDR4,Intel,Graphic Card,English/Arabic,82SF00F1ED,82SF00F1ED,Yes,4,Yes,1,Core i7-1255u,https://www.noon.com/egypt-en/ideapad-5-15ial7-laptop-with-15-6-inch-display-core-i7-1255u-16gb-ram-512gb-ssd-2gb-nvidia-geforce-mx550-graphics-dos-english-arabic-storm-grey/N70001768V/p/?o=ea58e5557fb4e3ae,,,,,,,,,,,,,,,,,,,,,,,,2 GB,,,,,
"Acer Aspire 3 A315-58-39P3 Laptop With 15.6-inch Full HD Display, Intel Core i3-1115G4 Processor/4GB Ram/1TB HDD/DOS(Without Windows)/Intel UHD Graphics/ English/Arabic Pure Silver",Acer, A315-58-39P3,EGP 10999.00 Inclusive of VAT,N/A,Free DOS,,4.1 GHz,DOS,4 GB,HDD,1 TB,,15.6 in,1920x1080,Pure Silver,Core i3,Notebook,11th Gen,,Dual Core,DDR4,Intel,Processor Graphics,English/Arabic,A315-58-39P3,Aspire 3,1,3,0,,Core i3-1115G4,https://www.noon.com/egypt-en/acer-aspire-3-a315-58-39p3-laptop-with-15-6-inch-full-hd-display-intel-core-i3-1115g4-processor-4gb-ram-1tb-hdd-dos-without-windows-intel-uhd-graphics-english-arabic-pure-silver/N53410777A/p/?o=d6443e52286a774e,,,,,,,,,,,,,,,,,Personal,,,,,,,,,,,,
MacBook Pro MPHE3 14-Inch Liquid Retina XDR Display Apple M2 Pro Chip With 10-Core CPU And 16-Core GPU/16GB RAM/512GB SSD/English Keyboard Space Grey,Apple, MPHE3 / MPHE3LL/A/MPHE3HN/A -MPHE3X/A,EGP 130000.00 (Inclusive of VAT),N/A,OS X,Full HD,2.1 GHz,macOS,16 GB,SSD,512 GB,Integrated Graphics,14 in,1366x768,Space Grey,Apple M2 Pro,Notebook,Not Applicable,Integrated Graphics,10-Core,DDR5,Apple,Integrated,,MPHE3 / MPHE3LL/A/MPHE3HN/A -MPHE3X/A,New MacBook Pro 14 M2,yes,3,yes,1,Apple M2 Pro Chip With 10-Core CPU And 16-Core GPU,https://www.noon.com/egypt-en/macbook-pro-mphe3-14-inch-liquid-retina-xdr-display-apple-m2-pro-chip-with-10-core-cpu-and-16-core-gpu-16gb-ram-512gb-ssd-english-keyboard-space-grey/N53378692A/p/?o=a2839fae3a51c54c,,,,,,Liquid Retina XDR,International Version,,,Primary Camera,,,,Touchscreen,,,,Above 20 Hours,,,,"Built In Speaker, SD Card Slot",,2 MB,,,,,
15s-eq2009ne Laptop With 15.6-inch Display Ryzen 7 5700U Processor 8gb Ram 512gb AMD Radeon Graphics English/Arabic Jet Black,HP, 15s-eq2009ne,EGP 21999.00 (Inclusive of VAT),N/A,Free DOS,Full HD,4.3 GHz,DOS,8 GB,SSD,512 GB,,15.6 in,1080x1920,Jet Black,,Notebook,5 th gen,AMD Radeon Graphics,Octa Core,DDR4,AMD,Integrated,English/Arabic,15s-eq2009ne,15s-eq2009ne,Yes,3,Yes,1,,https://www.noon.com/egypt-en/15s-eq2009ne-laptop-with-15-6-inch-display-ryzen-7-5700u-processor-8gb-ram-512gb-amd-radeon-graphics-english-arabic-jet-black/N53368546A/p/?o=f8eca303ace8b02c,,,,,,,,,,,,,,,,,Gaming,,,,,,,,,,,,
"Dell G15-5530 Laptop, Intel Core i7-13650HX, 15.6 Inch FHD, 512GB SSD, 16GB RAM, 6GB Nvidia GeForce RTX 3050 Graphics, Windows 11 English/Arabic Grey",DELL, 5530-G15-E001-GRY,EGP 55990.00 (Inclusive of VAT),N/A,Windows 11,Full HD,4.6 GHz,Windows,16 GB,SSD,512 GB,,15.6 in,1920x1080,Grey,Intel Core i7,Notebook,13th Gen,Nvidia GeForce RTX Series 3050,Octa Core,DDR4,Intel,Integrated,English/Arabic,5530-G15-E001-GRY,G15-5530,1,4,1,1,i7-13650HX,https://www.noon.com/egypt-en/dell-g15-5530-laptop-intel-core-i7-13650hx-15-6-inch-fhd-512gb-ssd-16gb-ram-6gb-nvidia-geforce-rtx-3050-graphics-windows-11-english-arabic-grey/N53416084A/p/?o=bda5b93eab68f13f,,Wifi,,,,LED,,720 px,,Primary Camera,Wireless,,Lithium Ion,Anti Glare,,,Gaming,8 Hours,,,,,,6 GB,,,,,
Fujitsu Lifebook A3511,Fujitsu, A3511,EGP 13999.00 (Inclusive of VAT),N/A,Free DOS,Full HD,,DOS,8 GB,SSD,256 GB,,15.6 in,1920x1080,black,,,1115G4,,Quad Core,DDR4,Intel,Integrated,,A3511,Lifebook A3511,1,4,1,1,,https://www.noon.com/egypt-en/fujitsu-lifebook-a3511-intel-core-i3-1115g4-8gb-ram-256gb-ssd-m-2-15-6-inch-fhd-dos/Z14234D3A44487E075D5AZ/p/?o=z14234d3a44487e075d5az-1,,Bluetooth/Wireless,,,,FHD,,,,Primary Camera + Secondary Camera,Wireless,,Li-ion Polymer,,,,,,,,,,,,,,dos,,
IdeaPad 1 15IAU7 Laptop With 15.6-inch Display Core i5-1235U / 8GB Ram / 512GB SSD / Intel Iris Xe Graphics Windows 11 English/Arabic Cloud Grey,Lenovo, 82QD007WED,EGP 23999.00 (Inclusive of VAT),N/A,Windows 11,Full HD,1.7 GHz,Windows,8 GB,SSD,512 GB,Intel Iris/Iris Plus Graphics,15.6 in,1080x1920,Cloud Grey,Core i5,Notebook,12th Gen,Intel Iris,10-Core,DDR4,Intel,Graphic Card,English/Arabic,82QD007WED,IdeaPad 1 15IAU7-G,1,3,1,1,Core i5-1255U,https://www.noon.com/egypt-en/ideapad-1-15iau7-laptop-with-15-6-inch-display-core-i5-1235u-8gb-ram-512gb-ssd-intel-iris-xe-graphics-windows-11-english-arabic-cloud-grey/N70007013V/p/?o=d38c08644887ddcb,,,,,,LED,,720 px,,Primary Camera,,,,Anti Glare,144Hz,,,,,,,,,4 GB,,,,,
"MacBook Air MLXW3 13.6-Inch Display : Apple M2 chip with 8-core CPU and 8-core GPU, 256GB/ English Keyboard Space Grey",Apple," MLXW3/Z15S0011P, MLXW3ZP/A/ MLXW3LL/A , MLY33LL/A/MLXW3HN/A",EGP 65500.00 (Inclusive of VAT),N/A,OS X,Full HD,3.2 GHz,macOS,8 GB,SSD,256 GB,Integrated Graphics,13.6 in,1920x1080,Space Grey,Apple M2,Notebook,Not Applicable,,16-Core,DDR4,Apple,Integrated,,"MLXW3/Z15S0011P, MLXW3ZP/A/ MLXW3LL/A , MLY33LL/A/MLXW3HN/A",MacBook Air 13 M2,no,2,no,1,Apple M2 chip with 8-core CPU and 8-core GPU,https://www.noon.com/egypt-en/macbook-air-mlxw3-13-6-inch-display-apple-m2-chip-with-8-core-cpu-and-8-core-gpu-256gb-english-keyboard-space-grey/N53330831A/p/?o=d137c742115c121c,,USB,1 - 1.4 Kg,4400 mAh,1.24 KG,Retina Display,International Version,720 px,"MacBook,user manual",Primary Camera,Wireless,,Lithium Ion,Eco-Friendly,60Hz,Upto 1 ms,Personal,16 Hours,30 cm,1.12 cm,21 cm,"Bluetooth, Compact Size, Personal, Multi-Touch",1080x1920 pixels,0 GB,,,,,
"15-gw0054nia Laptop 15.6 Inch Display Ryzen 3 3250U, 4GB RAM, 1TB HDD, AMD Radeon Graphics English/Arabic Black",HP, 15-gw0054nia,EGP 15470.00 (Inclusive of VAT),N/A,Free DOS,HD,3.5 GHz,DOS,4 GB,HDD,1 TB,AMD Radeon Pro,15.6 in,1366x768,Black,Ryzen 3,Notebook,10th Gen,AMD Radeon Graphics,Dual Core,DDR4,AMD,Integrated,English/Arabic,15-gw0054nia,15-gw0054nia,,2,,1,Ryzen 3 3250U,https://www.noon.com/egypt-en/15-gw0054nia-laptop-15-6-inch-display-ryzen-3-3250u-4gb-ram-1tb-hdd-amd-radeon-graphics-english-arabic-black/N53322414A/p/?o=c1043e056fc4945f,,,,,,OLED,,,,,,,,,,,,8 Hours,,,,"Bluetooth, Built In Speaker",,,,,,,
V15 Laptop With 15.6-inch Display Intel Core i3-10110U Processor 4GB Ram 256GB SSD 4 GB Integrated Intel UHD Graphics English/Arabic Iron Grey,Lenovo, ‎V15 - 82NB001KED / Lenovo V15 G1 IML,EGP 11949.00 Inclusive of VAT,N/A,Windows 10,Full HD,2.1 GHz,DOS,4 GB,SSD,256 GB,,15.6 in,1080x1920,Iron Grey,,Notebook,10th Gen,Integrated Intel UHD Graphics,Dual Core,SDRAM,Intel,Graphic Card,English/Arabic,‎V15 - 82NB001KED / Lenovo V15 G1 IML,V15 Laptop-KED,Yes,3,1,1,,https://www.noon.com/egypt-en/v15-laptop-with-15-6-inch-display-intel-core-i3-10110u-processor-4gb-ram-256gb-ssd-4-gb-integrated-intel-uhd-graphics-english-arabic-iron-grey/N53413611A/p/?o=b2e51c6b7f662dfc,,Wifi,1.5 - 1.9 Kg,,1.85 KG,,,,,,Wireless,,Lithium Polymer,Anti Glare,,,Personal,6 Hours,,,,,,4 GB,,,,,
Surface Laptop Go 12.4 Inch HD 10th Gen Intel Core i5 1035G1 16GB Ram 256GB SSD UHD Graphics DOS English Platinum,Microsoft, 14A-00002,EGP 28888.00 Inclusive of VAT,N/A,Free DOS,HD,1 GHz,DOS,16 GB,SSD,256 GB,Intel UHD Graphics,12.4 in,,Platinum,Core i5,Notebook,10th Gen,,Quad Core,LPDDR4,Intel,Integrated,English,14A-00002,Surface Laptop Go,,1,Yes,,Core i5-1035G1,https://www.noon.com/egypt-en/surface-laptop-go-12-4-inch-hd-10th-gen-intel-core-i5-1035g1-16gb-ram-256gb-ssd-uhd-graphics-dos-english-platinum/N49907975A/p/?o=efb5a94fe6959e5a,,,,,,LED,,0.92 MP,,Primary Camera,Wireless,,,Flat Screen,,,Personal,10 Hours,,,,"Bluetooth, Built In Speaker, Personal, Travel, Intel",,0 GB,,,,,
"MacBook Air MLY33 13.6-Inch Display : Apple M2 chip with 8-core CPU and 8-core GPU, 256GB/ English Keyboard Midnight",Apple, MLY33ZP/A / MLY33/MLY33HNA/Z160000ZR/MLY33LL/A/MLY33B/A,EGP 70000.00 (Inclusive of VAT),N/A,OS X,Full HD,3.2 GHz,macOS,8 GB,SSD,256 GB,Integrated Graphics,13.6 in,1920x1080,Midnight,Apple M2,Notebook,Not Applicable,,16-Core,DDR4,Apple,Integrated,,MLY33ZP/A / MLY33/MLY33HNA/Z160000ZR/MLY33LL/A/MLY33B/A,MacBook Air 13 M2,no,2,no,2,Apple M2 chip with 8-core CPU and 8-core GPU,https://www.noon.com/egypt-en/macbook-air-mly33-13-6-inch-display-apple-m2-chip-with-8-core-cpu-and-8-core-gpu-256gb-english-keyboard-midnight/N53330834A/p/?o=ddfde3929603a96b,SIM (Standard),USB,1 - 1.4 Kg,4400 mAh,1.29 KG,Retina Display,International Version,1080 px,"‎‎Laptop, Adapter, User Guide, Manuals",Primary Camera,Wireless,3.5 mm,Lithium Ion,Eco-Friendly,60Hz,Upto 1 ms,Personal,16 Hours,21 cm,1.09 cm,30.41 cm,"Bluetooth, Compact Size, High Refresh Rate Display, Ergonomic, Personal",1080x1920 pixels,0 GB,Yes,5400 rpm,,,
LAPTOP lenovo LOQ (i7(13620H)-16G-512SSD-VGA 8G RTX 4060-WIN 11) English/Arabic STORM GRAY,Lenovo, 82XV007NED,EGP 60999.00 Inclusive of VAT,N/A,Windows 11 Home,,3.6 GHz,Windows,16 GB,SSD,512 GB,NVIDIA GeForce RTX,15.6 in,1920x1080,STORM GRAY,,Notebook,i7-13620H,,10-Core,DDR5,AMD,Graphic Card,English/Arabic,82XV007NED,LOQ,1,2,NO,,,https://www.noon.com/egypt-en/laptop-lenovo-loq-i7-13620h-16g-512ssd-vga-8g-rtx-4060-win-11-english-arabic-storm-gray/N53426673A/p/?o=bb448f53a6c0d00a,,,,,,,,,,,,,,,,,Gaming,,,,,,,,,,,,
Asus X543MA-GQ001W,ASUS, X543MA-GQ001W,EGP 9999.00 (Inclusive of VAT),N/A,Windows 11,,1.1 GHz,Windows,4 GB,HDD,1 TB,,15.6 in,1366x768,Silver,,Notebook,Celeron N4020,,Dual Core,DDR4,Intel,Integrated,English/Arabic,X543MA-GQ001W,,HDMI,4,NO,,,https://www.noon.com/egypt-en/asus-x543ma-gq001w-intel-celeron-n4020-4gb-1tb-intel-hd-graphics-15-6-hd-win11-natural-silver-english-arabic-silver/N53398867A/p/?o=ddf37ed5b1deb39e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo LOQ 15IRH8 Laptop With 15.6 inch Core I7-13620H / 16GB Ram / 512GB SSD / 8GB Nvidia GeForce RTX Series 4060 Windows 11 English/Arabic Storm Grey,Lenovo, 82XV00JNED,EGP 65999.00 (Inclusive of VAT),N/A,Windows 11,Full HD,4.7 GHz,Windows,16 GB,SSD,512 GB,Nvidia GeForce RTX Series,15.6 in,1080x1920,Storm Grey,Core i7,Notebook,13th Gen,Nvidia GeForce RTX Series 4060,10-Core,DDR4,Intel,Graphic Card,English/Arabic,82XV00JNED,LOQ I7-1,1,3,1,1,core i7-13620H,https://www.noon.com/egypt-en/lenovo-loq-15irh8-laptop-with-15-6-inch-core-i7-13620h-16gb-ram-512gb-ssd-8gb-nvidia-geforce-rtx-series-4060-windows-11-english-arabic-storm-grey/N70018553V/p/?o=ea7302f93ba67c1c,,,,,,LED,,720 px,,Primary Camera,,,,Anti Glare,144Hz,,,,,,,,,8 GB,,,,,
Aspire 3 Laptop With 15.6-inch Display Core i5-1135G7 Processor 8gb Ram 1TB HDD + 256GB Nvidia GeForce MX350 Graphics English/Arabic Silver,Acer, A315-58G-5657,EGP 23600.00 (Inclusive of VAT),N/A,Free DOS,Full HD,2.8 GHz,DOS,8 GB,SSD,256 GB,,15.6 in,1080x1920,Silver,,Notebook,11th Gen,Nvidia GeForce MX350 Graphics,Quad Core,DDR4,Intel,Graphic Card,English/Arabic,A315-58G-5657,Aspire 3,Yes,3,no,1,,https://www.noon.com/egypt-en/aspire-3-laptop-with-15-6-inch-display-core-i5-1135g7-processor-8gb-ram-1tb-hdd-256gb-nvidia-geforce-mx350-graphics-english-arabic-silver/N53407929A/p/?o=bd7fae95b2f59cba,,,,,,,,,,,,,,,,,Personal,,,,,,,2 GB,,,,,
5520-G15 Gaming Laptop With 15.6 Inch Intel Core i7-12700H/16GB RAM/512 GB SSD/6 GB Nvidia GeForce RTX 3060 Series/Ubuntu English Black/Dark Shadow Grey,DELL, 5520-G15-E001-GRY,EGP 58000.00 (Inclusive of VAT),N/A,Free DOS,QHD,4.7 GHz,Ubuntu,16 GB,SSD,512 GB,Nvidia GeForce RTX Series,15.6 in,2560x1440,Black/Dark Shadow Grey,Core i7,Notebook,12th Gen,NVIDIA GeForce RTX 3060,14-Core,DDR5,Intel,Integrated,English,5520-G15-E001-GRY,2022,Yes,4,Yes,1,Core i7-12700H,https://www.noon.com/egypt-en/5520-g15-gaming-laptop-with-15-6-inch-intel-core-i7-12700h-16gb-ram-512-gb-ssd-6-gb-nvidia-geforce-rtx-3060-series-ubuntu-english-black-dark-shadow-grey/N53329645A/p/?o=ff97edf172cd20ca,,Wifi,2.6 Kg & Above,86000 mAh,3200 g,LED,International Version,720 px,"Laptop, Adapter",Primary Camera,Bluetooth,3.5 mm,Lithium Ion,Low Blue Light,60Hz,4 to 5 ms,Personal,6 Hours,27.2 cm,2.7 cm,35.7 cm,"Ergonomic, Personal, Travel, USB, Business",141 PPI,6 GB,Yes,,Free DOS,Ubuntu English Black,
MacBook Pro MKGP3 14-Inch Liquid Retina XDR Display Apple M1 Pro Chip With 8-Core CPU And 14-Core GPU/16GB RAM/512GB SSD/English Keyboard Space Grey,Apple," MKGP3, MKGP3AB/A, MKGP3E/A, A2442",EGP 98950.00 (Inclusive of VAT),N/A,OS X,QHD,2 GHz,macOS,16 GB,SSD,512 GB,Integrated Graphics,14 in,3024x1964,Space Grey,Apple M1 Pro,Notebook,Not Applicable,Apple M1 Pro chip with 8‑core CPU and 14‑core GPU,Octa Core,DDR4,Apple,Integrated,,"MKGP3, MKGP3AB/A, MKGP3E/A, A2442",MacBook Pro 14 M1,Yes,3,Yes,1,Apple M1 Pro chip With 8‑core CPU And 14‑core GPU,https://www.noon.com/egypt-en/macbook-pro-mkgp3-14-inch-liquid-retina-xdr-display-apple-m1-pro-chip-with-8-core-cpu-and-14-core-gpu-16gb-ram-512gb-ssd-english-keyboard-space-grey/N51448598A/p/?o=e51535fb45ebec4a,Normal SIM,HDMI,,,,Liquid Retina XDR,International Version,1080 px,MacBook Pro,Primary Camera + Secondary Camera,Wireless,3.5 mm,Lithium Polymer,Flat Screen,120Hz,11 to 15 ms,Business,12 Hours,,,,"Bluetooth, Multi-Touch, Ergonomic, USB, Business",,1 GB,,,,Elegant,Dual
"MacBook Pro MNEH3 13-Inch Display : Apple M2 chip with 8-core CPU and 10-core GPU, 256GB SSD- English Arabic Keyboard Space Grey",Apple, MNEH3 AB/A,EGP 80000.00 (Inclusive of VAT),N/A,OS X,Full HD,1.7 GHz,macOS,8 GB,SSD,256 GB,Integrated Graphics,13 in,1920x1080,Space Grey,Apple M2,Notebook,Not Applicable,Integrated Graphics,16-Core,DDR4,Apple,Integrated,,MNEH3 AB/A,MacBook Pro 13 M2,no,2,no,2,Apple M2 chip with 8-core CPU and 10-core GPU,https://www.noon.com/egypt-en/macbook-pro-mneh3-13-inch-display-apple-m2-chip-with-8-core-cpu-and-10-core-gpu-256gb-ssd-english-arabic-keyboard-space-grey/N53330827A/p/?o=af896ff030ee7ddf,Normal SIM,Wifi,1 - 1.4 Kg,4475 mAh,1.4 KG,Retina Display,Middle East Version,2 MP,Apple MacBook Pro 13-Inch M2 Chip,Primary Camera,Wireless,3.5 mm,Lithium Ion,Eye Care,60Hz,16 ms & Above,Personal,Above 20 Hours,30.4 cm,1.5 cm,21.2 cm,"Built In Speaker, High Refresh Rate Display, Travel, Personal, Lithium Ion",227,0 GB,no,7200 rpm,macOS,,
"Lenovo Ideapad 1 Laptop, Intel Celeron N4020, 15.6 Inch FHD, 256GB SSD, 8GB RAM, Intel HD Graphics, Windows 11",Lenovo, Ideapad 1,EGP 9999.00 (Inclusive of VAT),N/A,Windows 11,Full HD,1.1 GHz,Windows,8 GB,SSD,256 GB,,15.6 in,1920x1080,Blue,Celeron,Notebook,Celeron N4020,,Dual Core,DDR,Intel,Integrated,English/Arabic,Ideapad 1,Ideapad 1,1,3,0,,Celeron N4020,https://www.noon.com/egypt-en/lenovo-ideapad-1-laptop-intel-celeron-n4020-15-6-inch-fhd-256gb-ssd-8gb-ram-intel-hd-graphics-windows-11-english-arabic-blue/N53420938A/p/?o=ffded96f0cc596da,,,,,,,,,,,,,,,,,Personal,,,,,,,,,,,,
